site_id,country,latitude,longitude,As_ugL,Pb_ugL,Cd_ugL,Cr_ugL,Hg_ugL,HPI,HEI,MI,risk_category,water_safe
S1962,Bangladesh,23.178,88.7729,11.993,8.078,6.835,70.832,2.319,160.42,8.02,2.32,Critical,No
S1963,Bangladesh,25.3903,90.2181,24.704,22.405,4.296,57.781,1.668,179.33,8.97,2.47,Critical,No
S1965,Bangladesh,25.532,85.1721,24.647,23.94,3.694,94.681,0.963,178.93,8.95,2.46,Critical,No
S1966,Bangladesh,22.839,94.7077,4.477,23.824,4.121,99.278,0.91,141.99,7.1,2.38,Critical,No
S1967,Bangladesh,23.8626,89.8101,13.917,12.995,6.834,82.114,1.863,169.49,8.47,2.28,Critical,No
S1968,Bangladesh,22.9623,89.8514,18.984,9.877,7.068,79.193,2.178,180.08,9.0,2.36,Critical,No
S1969,Bangladesh,21.9738,93.9045,9.225,19.556,7.322,93.757,1.056,165.0,8.25,2.44,Critical,No
S1970,Bangladesh,25.8764,90.1866,14.231,17.219,3.377,21.126,2.48,143.46,7.17,2.48,Critical,No
S1971,Bangladesh,22.5899,90.9615,16.043,23.2,4.74,83.693,1.193,167.42,8.37,2.32,Critical,No
S1972,Bangladesh,24.419,94.3602,5.767,24.527,6.768,26.335,1.638,149.0,7.45,2.45,Critical,No
S1974,Bangladesh,24.3001,89.3918,14.323,17.263,5.945,106.038,2.316,191.54,9.58,2.32,Critical,No
S1975,Bangladesh,22.7067,92.3326,23.997,23.756,3.142,47.286,1.555,166.47,8.32,2.4,Critical,No
S1976,Bangladesh,32.8146,88.0001,19.805,21.317,1.567,55.363,2.31,161.04,8.05,2.31,Critical,No
S1978,Bangladesh,22.7609,93.964,21.966,12.721,3.542,32.211,2.383,153.53,7.68,2.38,Critical,No
S1979,Bangladesh,22.8968,91.1871,23.328,9.142,1.064,45.094,1.252,115.11,5.76,2.33,Critical,No
S1980,Bangladesh,21.703,87.6709,19.675,14.58,4.135,68.019,1.424,151.76,7.59,1.97,Critical,No
S1981,Bangladesh,26.339,86.9386,13.906,17.482,3.617,101.357,2.457,176.57,8.83,2.46,Critical,No
S1984,Bangladesh,28.286,100.1299,20.827,24.09,3.931,108.469,2.07,200.83,10.04,2.41,Critical,No
S1985,Bangladesh,25.5291,91.8237,19.378,24.65,2.743,43.947,1.798,159.88,7.99,2.46,Critical,No
S1986,Bangladesh,26.8334,91.6314,15.147,9.357,6.626,65.391,2.179,162.92,8.15,2.21,Critical,No
S1987,Bangladesh,26.7902,84.8687,10.362,24.979,7.233,122.638,0.562,179.2,8.96,2.5,Critical,No
S1989,Bangladesh,25.5248,94.9881,13.794,19.619,5.552,72.686,1.076,154.43,7.72,1.96,Critical,No
S1991,Bangladesh,24.6354,90.1018,19.749,3.555,3.097,84.113,2.067,142.24,7.11,2.07,Critical,No
S1995,Bangladesh,23.6196,94.4205,13.238,16.535,3.349,78.811,1.207,137.54,6.88,1.65,Critical,No
S1996,Bangladesh,25.0937,89.1555,16.295,8.701,3.495,85.365,1.918,145.8,7.29,1.92,Critical,No
S1997,Bangladesh,22.3338,92.7829,24.8,3.741,6.161,56.511,1.248,145.72,7.29,2.48,Critical,No
S1999,Bangladesh,22.9792,95.8401,8.947,24.666,5.53,21.402,0.491,122.47,6.12,2.47,Critical,No
S2000,Bangladesh,23.1755,91.1115,11.115,12.336,4.328,114.299,1.49,151.27,7.56,2.29,Critical,No
S2001,Bangladesh,23.2648,86.6937,8.845,4.426,7.285,70.301,1.704,137.31,6.87,2.43,Critical,No
S2003,Bangladesh,24.5226,88.8184,9.051,20.749,1.69,51.619,2.403,139.57,6.98,2.4,Critical,No
S2005,Bangladesh,24.7842,88.7565,13.307,11.4,3.753,105.373,1.677,150.12,7.51,2.11,Critical,No
S2007,Bangladesh,21.491,92.4877,15.899,13.068,3.475,120.732,1.316,155.71,7.79,2.41,Critical,No
S2008,Bangladesh,27.9487,95.0861,10.71,4.699,7.445,28.311,0.994,111.66,5.58,2.48,Critical,No
S2009,Bangladesh,29.7518,94.3917,21.179,18.091,4.706,53.752,0.265,136.71,6.84,2.12,Critical,No
S2010,Bangladesh,24.5894,87.2767,12.129,18.077,4.094,48.341,1.373,134.5,6.73,1.81,Critical,No
S2011,Bangladesh,24.1039,88.8525,9.476,21.424,5.503,84.113,1.597,164.07,8.2,2.14,Critical,No
S2012,Bangladesh,24.4495,92.0297,22.571,16.82,5.662,46.922,0.548,146.26,7.31,2.26,Critical,No
S2013,Bangladesh,25.3026,92.9883,17.686,6.812,4.605,33.819,2.147,136.16,6.81,2.15,Critical,No
S2014,Bangladesh,31.0641,88.2444,9.815,9.252,5.219,101.63,2.31,159.78,7.99,2.31,Critical,No
S2016,Bangladesh,22.7147,86.1507,10.849,14.654,6.298,120.886,1.574,172.83,8.64,2.42,Critical,No
S2018,Bangladesh,25.4196,93.3066,6.751,9.818,4.083,91.866,1.578,128.66,6.43,1.84,Critical,No
S2020,Bangladesh,22.1456,89.4294,17.934,9.057,4.511,87.408,1.508,149.18,7.46,1.79,Critical,No
S2021,Bangladesh,25.1517,86.733,16.595,20.368,4.835,108.195,1.87,186.84,9.34,2.16,Critical,No
S2022,Bangladesh,24.0068,89.8876,4.66,20.696,5.818,77.152,1.45,149.36,7.47,2.07,Critical,No
S2024,Bangladesh,21.6574,86.7157,11.33,19.026,5.807,77.795,1.882,168.18,8.41,1.94,Critical,No
S2025,Bangladesh,26.8815,87.7308,15.483,15.747,3.314,89.005,0.912,138.4,6.92,1.78,Critical,No
S2026,Bangladesh,22.8982,88.7961,24.633,12.258,5.124,101.992,1.16,171.94,8.6,2.46,Critical,No
S2027,Bangladesh,27.4941,90.8187,5.569,23.805,5.35,41.307,1.193,134.8,6.74,2.38,Critical,No
S2028,Bangladesh,30.2551,83.1323,20.817,18.925,7.41,110.055,1.928,211.47,10.57,2.47,Critical,No
S2029,Bangladesh,23.45,86.7187,10.491,3.245,6.577,120.363,2.46,168.66,8.43,2.46,Critical,No
S2030,Bangladesh,26.4802,87.6036,13.088,17.077,3.807,87.942,1.253,145.95,7.3,1.76,Critical,No
S2031,Bangladesh,25.8756,92.4764,21.377,12.149,6.818,58.122,1.561,166.97,8.35,2.27,Critical,No
S2033,Bangladesh,26.8457,88.0706,14.196,14.87,2.551,26.847,2.011,126.1,6.3,2.01,Critical,No
S2034,Bangladesh,25.1764,83.7189,14.582,5.215,5.905,114.442,1.098,146.7,7.33,2.29,Critical,No
S2035,Bangladesh,29.0913,88.6546,21.84,14.785,3.577,70.738,2.396,173.31,8.67,2.4,Critical,No
S2036,Bangladesh,22.7801,91.8357,24.501,2.737,3.357,58.935,1.881,138.05,6.9,2.45,Critical,No
S2037,Bangladesh,24.8905,89.3601,19.353,24.26,2.893,113.621,1.422,180.4,9.02,2.43,Critical,No
S2039,Bangladesh,24.4217,91.0289,2.736,24.414,6.76,16.247,1.542,136.71,6.84,2.44,Critical,No
S2040,Bangladesh,25.5525,88.0724,14.195,9.665,3.896,74.184,0.206,107.49,5.37,1.48,Critical,No
S2041,Bangladesh,25.9932,93.68,12.981,8.713,4.565,80.772,2.285,151.83,7.59,2.29,Critical,No
S2042,Bangladesh,26.2847,91.2679,11.444,24.657,1.006,73.807,1.852,145.47,7.27,2.47,Critical,No
S2043,Bangladesh,26.706,88.6883,4.52,9.014,6.974,100.008,0.876,131.08,6.55,2.32,Critical,No
S2044,Bangladesh,23.0531,93.5024,18.494,21.425,6.14,103.407,1.018,182.49,9.12,2.14,Critical,No
S2045,Bangladesh,33.8902,85.6591,22.941,15.71,5.027,120.783,1.272,184.57,9.23,2.42,Critical,No
S2046,Bangladesh,28.3765,93.9836,17.949,8.571,1.822,69.247,0.441,101.71,5.09,1.79,Critical,No
S2047,Bangladesh,23.9244,89.5761,23.755,9.583,4.94,79.658,0.28,137.07,6.85,2.38,Critical,No
S2048,Bangladesh,25.9771,85.3169,14.137,20.183,5.585,61.678,1.094,152.42,7.62,2.02,Critical,No
S2050,Bangladesh,29.7838,90.0002,14.249,8.498,5.006,63.466,1.624,136.73,6.84,1.67,Critical,No
S2051,Bangladesh,26.2327,92.568,13.807,22.427,3.395,78.449,2.123,168.94,8.45,2.24,Critical,No
S2052,Bangladesh,25.9138,85.3304,12.815,19.631,5.805,108.871,2.132,189.78,9.49,2.18,Critical,No
S2053,Bangladesh,25.3369,91.8638,19.257,20.419,5.621,78.145,1.75,183.08,9.15,2.04,Critical,No
S2054,Bangladesh,23.4924,89.8784,14.507,4.349,3.886,74.399,0.87,110.78,5.54,1.49,Critical,No
S2055,Bangladesh,24.3822,86.0647,8.741,10.133,2.981,84.293,1.913,129.6,6.48,1.91,Critical,No
S2056,Bangladesh,22.457,88.9241,20.861,5.814,5.674,89.912,1.449,156.12,7.81,2.09,Critical,No
S2057,Bangladesh,26.8787,93.0893,11.411,9.309,3.589,63.843,2.014,131.18,6.56,2.01,Critical,No
S2058,Bangladesh,25.6816,87.1368,13.994,4.578,1.647,102.242,1.951,128.04,6.4,2.04,Critical,No
S2059,Bangladesh,27.8069,95.1098,19.319,12.568,4.675,71.228,1.227,147.97,7.4,1.93,Critical,No
S2060,Bangladesh,23.3352,95.1924,20.047,23.126,5.816,83.174,2.214,202.67,10.13,2.31,Critical,No
S2061,Bangladesh,27.8582,91.7009,17.229,14.031,2.685,71.661,2.304,155.16,7.76,2.3,Critical,No
S2063,Bangladesh,22.6644,90.0214,17.201,21.133,3.111,105.135,2.318,185.82,9.29,2.32,Critical,No
S2064,Bangladesh,25.5865,88.8931,3.766,2.016,3.834,116.626,1.741,118.59,5.93,2.33,Critical,No
S2065,Bangladesh,26.1215,88.2753,9.807,18.785,5.05,103.112,1.299,158.08,7.9,2.06,Critical,No
S2066,Bangladesh,23.0524,89.5724,14.316,9.79,2.431,56.761,1.373,114.58,5.73,1.43,Critical,No
S2067,Bangladesh,23.2665,88.932,8.144,18.066,5.722,90.57,1.482,156.43,7.82,1.91,Critical,No
S2071,Brazil,-10.3272,-54.6319,3.883,4.433,1.48,46.985,1.465,74.59,3.73,1.47,Moderate,Borderline
S2072,Brazil,-8.8491,-55.3584,3.458,14.122,1.552,69.748,0.367,80.75,4.04,1.41,Moderate,Borderline
S2073,Brazil,-10.2652,-60.7767,7.569,11.01,4.409,51.386,1.166,110.43,5.52,1.47,Critical,No
S2074,Brazil,-9.3169,-57.202,8.446,13.629,2.298,55.767,0.574,93.26,4.66,1.36,Moderate,Borderline
S2075,Brazil,-12.1516,-59.1794,6.649,6.047,1.079,65.205,0.377,66.21,3.31,1.3,Moderate,Borderline
S2076,Brazil,-9.6904,-57.1366,9.029,8.895,2.968,32.223,1.096,90.44,4.52,1.1,Moderate,Borderline
S2077,Brazil,-16.3122,-54.9082,12.918,11.733,2.317,65.857,1.404,119.17,5.96,1.4,Critical,No
S2078,Brazil,-14.4276,-54.4274,13.99,5.274,1.074,34.649,1.172,82.99,4.15,1.4,Moderate,Borderline
S2079,Brazil,-9.368,-53.0513,14.422,4.108,1.119,51.252,1.459,94.2,4.71,1.46,Moderate,Borderline
S2080,Brazil,-11.9783,-54.988,5.655,5.938,2.116,17.616,1.386,72.06,3.6,1.39,Moderate,Borderline
S2081,Brazil,-3.8214,-54.4374,3.806,3.649,3.011,68.238,0.934,80.96,4.05,1.36,Moderate,Borderline
S2082,Brazil,-9.4405,-54.3202,3.91,5.423,3.268,41.61,0.649,70.08,3.5,1.09,Moderate,Borderline
S2083,Brazil,-14.2774,-61.3509,13.927,4.241,1.907,47.254,1.138,90.71,4.54,1.39,Moderate,Borderline
S2084,Brazil,-8.3507,-54.5122,12.547,9.685,1.673,42.052,1.132,95.08,4.75,1.25,Moderate,Borderline
S2085,Brazil,-8.1675,-47.8213,3.212,3.865,1.462,18.286,0.781,46.84,2.34,0.78,Low,Yes
S2086,Brazil,-6.4325,-59.2368,9.428,10.152,2.599,31.664,1.443,98.01,4.9,1.44,Moderate,Borderline
S2087,Brazil,-9.6041,-60.9018,4.306,3.851,2.446,59.502,0.623,68.88,3.44,1.19,Moderate,Borderline
S2088,Brazil,-15.0897,-53.5664,7.663,13.877,3.981,45.961,0.586,99.72,4.99,1.39,Moderate,Borderline
S2089,Brazil,-8.2997,-56.6403,7.428,14.828,2.225,36.091,1.065,95.08,4.75,1.48,Moderate,Borderline
S2090,Brazil,-6.9813,-52.5433,9.761,12.069,3.995,44.166,1.044,108.84,5.44,1.33,Critical,No
S2091,Brazil,-2.849,-50.7283,13.681,7.267,1.649,42.377,0.55,80.84,4.04,1.37,Moderate,Borderline
S2092,Brazil,-7.2218,-55.011,10.409,13.265,1.498,69.052,1.022,105.4,5.27,1.38,Critical,No
S2093,Brazil,-9.7316,-55.9442,14.417,3.95,2.997,69.929,0.312,90.93,4.55,1.44,Moderate,Borderline
S2094,Brazil,-11.2989,-48.2246,7.164,10.53,1.09,60.184,0.305,72.83,3.64,1.2,Moderate,Borderline
S2095,Brazil,-9.88,-60.8511,7.524,6.69,3.891,71.09,1.348,109.76,5.49,1.42,Critical,No
S2096,Brazil,-6.935,-54.821,14.05,7.911,1.92,20.896,0.875,82.58,4.13,1.41,Moderate,Borderline
S2097,Brazil,-9.7379,-53.0792,11.011,4.355,1.417,42.868,1.442,86.17,4.31,1.44,Moderate,Borderline
S2098,Brazil,-7.3757,-55.9678,4.443,10.404,3.062,66.592,0.304,82.82,4.14,1.33,Moderate,Borderline
S2099,Brazil,-11.7031,-56.8838,14.4,4.844,1.033,47.068,0.934,82.88,4.14,1.44,Moderate,Borderline
S2100,Brazil,-7.71,-54.7947,11.702,6.175,4.242,55.047,0.797,101.99,5.1,1.41,Critical,No
S2101,Brazil,-12.7172,-50.0373,4.37,11.628,3.867,58.728,0.575,92.77,4.64,1.29,Moderate,Borderline
S2102,Brazil,-13.6036,-57.5132,3.578,7.869,3.143,67.953,1.488,100.79,5.04,1.49,Critical,No
S2103,Brazil,-10.42,-50.8684,11.684,13.123,2.575,62.103,0.879,109.2,5.46,1.31,Critical,No
S2104,Brazil,-8.3775,-62.0584,11.11,11.723,2.184,49.279,1.392,107.78,5.39,1.39,Critical,No
S2105,Brazil,-8.2446,-58.0518,7.976,3.291,2.149,63.405,1.257,87.36,4.37,1.27,Moderate,Borderline
S2106,Brazil,-20.0047,-56.9391,9.954,5.633,2.794,15.663,0.871,73.49,3.67,1.0,Moderate,Borderline
S2107,Brazil,-6.2469,-58.5187,10.66,7.57,0.926,30.136,1.06,75.89,3.79,1.07,Moderate,Borderline
S2108,Brazil,-6.2218,-52.828,6.859,8.876,4.305,71.733,0.669,102.24,5.11,1.43,Critical,No
S2109,Brazil,-8.8534,-51.2166,14.706,8.731,3.689,61.088,0.897,113.84,5.69,1.47,Critical,No
S2110,Brazil,-11.9747,-52.557,4.467,8.102,4.297,45.045,1.062,93.04,4.65,1.43,Moderate,Borderline
S2111,Brazil,-12.8649,-54.0319,7.684,11.483,4.399,25.081,0.793,93.55,4.68,1.47,Moderate,Borderline
S2112,Brazil,-10.6522,-56.025,7.521,9.488,1.73,28.654,1.233,81.67,4.08,1.23,Moderate,Borderline
S2113,Brazil,-10.2116,-54.4451,11.256,6.097,4.241,55.374,1.263,110.39,5.52,1.41,Critical,No
S2114,Brazil,-9.6363,-56.664,9.331,6.516,1.845,49.801,1.148,86.87,4.34,1.15,Moderate,Borderline
S2115,Brazil,-9.7929,-56.4343,5.046,4.684,3.143,33.652,0.829,70.45,3.52,1.05,Moderate,Borderline
S2116,Brazil,-5.8682,-58.8996,8.641,14.562,2.169,59.417,0.609,96.81,4.84,1.46,Moderate,Borderline
S2117,Brazil,-1.1444,-53.5255,6.949,8.661,1.905,15.36,0.559,61.24,3.06,0.87,Moderate,Borderline
S2118,Brazil,-6.9661,-52.7599,6.362,7.897,1.035,29.224,1.235,71.81,3.59,1.24,Moderate,Borderline
S2119,Brazil,-13.8669,-53.6071,6.089,12.802,1.653,35.049,1.097,84.76,4.24,1.28,Moderate,Borderline
S2120,Brazil,-14.4948,-47.98,13.797,5.637,3.569,24.544,1.039,93.26,4.66,1.38,Moderate,Borderline
S2121,Brazil,-10.3666,-51.7729,11.692,12.845,1.39,57.35,1.404,109.36,5.47,1.4,Critical,No
S2122,Brazil,-13.8532,-54.0625,4.523,6.117,1.273,45.804,0.384,55.77,2.79,0.92,Low,Yes
S2123,Brazil,-10.9608,-59.4227,8.687,9.785,3.44,17.834,0.397,74.95,3.75,1.15,Moderate,Borderline
S2124,Brazil,-10.3503,-57.0017,3.502,11.953,1.703,71.353,0.884,88.48,4.42,1.43,Moderate,Borderline
S2125,Brazil,-5.5903,-55.8437,11.558,10.288,4.267,40.336,1.27,113.67,5.68,1.42,Critical,No
S2126,Brazil,-6.7444,-56.1537,6.114,6.471,3.34,27.763,0.575,70.04,3.5,1.11,Moderate,Borderline
S2127,Brazil,-6.7602,-58.526,13.673,11.095,3.88,47.614,0.383,102.11,5.11,1.37,Critical,No
S2128,Brazil,-9.6246,-57.7575,6.934,5.647,2.579,54.99,0.762,79.59,3.98,1.1,Moderate,Borderline
S2129,Brazil,-8.1033,-52.5943,11.819,14.822,1.963,53.684,1.327,114.38,5.72,1.48,Critical,No
S2130,Brazil,-5.8679,-53.8649,7.973,10.086,1.1,74.146,1.26,98.31,4.92,1.48,Moderate,Borderline
S2131,Brazil,-8.8074,-52.7362,5.233,3.372,4.013,38.78,0.617,71.82,3.59,1.34,Moderate,Borderline
S2132,Brazil,-15.9973,-50.3241,10.82,8.806,3.41,66.205,0.535,99.17,4.96,1.32,Moderate,Borderline
S2133,Brazil,-12.0958,-60.6577,14.545,7.384,2.272,54.208,0.803,96.75,4.84,1.45,Moderate,Borderline
S2134,Brazil,-3.3602,-54.385,3.696,11.349,3.446,36.552,0.564,78.96,3.95,1.15,Moderate,Borderline
S2135,Brazil,-10.4312,-52.5582,10.844,3.4,2.391,64.036,0.765,85.34,4.27,1.28,Moderate,Borderline
S2136,Brazil,-13.9359,-53.6006,7.998,14.132,2.939,69.116,1.382,119.14,5.96,1.41,Critical,No
S2137,Brazil,-10.4836,-56.4233,10.45,7.828,0.992,43.589,0.831,77.22,3.86,1.04,Moderate,Borderline
S2138,Brazil,-12.4408,-52.1554,5.61,6.071,1.993,50.95,0.866,74.35,3.72,1.02,Moderate,Borderline
S2139,Brazil,-13.4495,-59.4765,7.451,14.669,1.739,64.084,1.15,104.47,5.22,1.47,Critical,No
S2140,Brazil,-7.6334,-51.6737,7.864,9.662,1.812,17.129,1.303,80.04,4.0,1.3,Moderate,Borderline
S2141,Brazil,-7.9291,-52.5349,5.141,8.062,2.422,60.598,1.305,92.89,4.64,1.3,Moderate,Borderline
S2142,Brazil,-9.5898,-57.6397,12.141,12.434,1.433,46.53,1.329,103.9,5.19,1.33,Critical,No
S2143,Brazil,-12.2127,-60.3627,12.652,4.072,3.994,33.669,0.302,79.58,3.98,1.33,Moderate,Borderline
S2144,Brazil,-10.749,-55.4851,4.109,11.314,1.67,71.085,0.92,88.81,4.44,1.42,Moderate,Borderline
S2145,Brazil,-17.0177,-59.261,11.311,8.427,1.363,67.81,0.814,91.97,4.6,1.36,Moderate,Borderline
S2146,Brazil,-9.8361,-57.3779,10.768,6.307,3.781,55.187,1.08,103.03,5.15,1.26,Critical,No
S2147,Brazil,-8.4952,-55.2579,6.29,9.932,2.013,59.688,0.357,76.88,3.84,1.19,Moderate,Borderline
S2148,Brazil,-15.7287,-57.371,10.29,11.423,1.624,26.126,1.45,93.7,4.69,1.45,Moderate,Borderline
S2149,Brazil,-15.2182,-50.742,12.617,9.302,1.77,27.404,0.776,82.12,4.11,1.26,Moderate,Borderline
S2150,Brazil,-9.107,-55.6393,4.461,10.556,1.669,51.352,0.76,76.9,3.85,1.06,Moderate,Borderline
S2151,Brazil,-9.4474,-57.669,11.197,11.163,3.193,45.013,0.923,102.47,5.12,1.12,Critical,No
S2152,Brazil,-5.7388,-51.9621,10.859,10.043,1.461,27.637,0.612,74.84,3.74,1.09,Moderate,Borderline
S2153,Brazil,-9.6352,-54.4098,9.634,6.025,1.299,68.926,1.371,94.97,4.75,1.38,Moderate,Borderline
S2154,Brazil,-9.4771,-55.685,8.36,6.888,3.561,51.86,1.236,99.7,4.99,1.24,Moderate,Borderline
S2155,Brazil,-10.6548,-56.5365,6.832,6.957,2.709,31.981,0.833,75.09,3.75,0.9,Moderate,Borderline
S2156,Brazil,-5.8928,-57.308,10.242,10.844,1.658,34.53,0.325,73.54,3.68,1.08,Moderate,Borderline
S2157,Brazil,-10.9291,-56.5486,3.786,10.232,4.493,21.049,1.285,92.11,4.61,1.5,Moderate,Borderline
S2158,Brazil,-8.9616,-57.3296,10.718,13.833,1.31,33.927,0.409,79.59,3.98,1.38,Moderate,Borderline
S2159,Brazil,-7.5874,-55.5429,12.378,11.675,2.819,68.009,0.839,110.88,5.54,1.36,Critical,No
S2160,Brazil,-9.3112,-55.7147,6.356,3.644,1.354,51.544,1.028,70.2,3.51,1.03,Moderate,Borderline
S2161,Brazil,-7.3434,-57.8043,12.284,14.046,3.006,61.765,1.204,121.49,6.07,1.4,Critical,No
S2162,Brazil,-12.5786,-58.2909,8.742,3.228,1.971,43.433,0.43,63.05,3.15,0.87,Moderate,Borderline
S2163,Brazil,-10.3143,-58.1949,11.772,13.005,2.867,43.485,0.761,101.28,5.06,1.3,Critical,No
S2164,Brazil,-11.1614,-56.0089,12.503,8.58,3.745,57.245,0.533,100.69,5.03,1.25,Critical,No
S2165,Brazil,-18.6982,-53.3985,8.086,9.511,4.435,63.774,1.384,117.95,5.9,1.48,Critical,No
S2166,Brazil,-10.6305,-56.1057,8.303,10.705,2.703,69.191,1.428,112.27,5.61,1.43,Critical,No
S2167,Brazil,-9.3122,-55.6558,8.781,8.44,3.726,20.588,1.359,94.7,4.73,1.36,Moderate,Borderline
S2168,Brazil,-7.6024,-53.9083,14.934,9.216,1.236,24.991,0.688,80.3,4.01,1.49,Moderate,Borderline
S2169,Brazil,-12.6156,-53.3774,8.713,8.603,2.673,47.141,0.337,78.05,3.9,0.94,Moderate,Borderline
S2170,Brazil,-10.4084,-49.0595,12.492,12.784,1.73,17.905,1.144,92.13,4.61,1.28,Moderate,Borderline
S2171,Brazil,-10.132,-53.8179,6.115,4.88,1.935,34.675,0.809,64.94,3.25,0.81,Moderate,Borderline
S2172,Brazil,-13.8276,-52.3777,3.612,7.479,3.98,44.901,1.458,95.84,4.79,1.46,Moderate,Borderline
S2173,Brazil,-15.3738,-54.9132,5.32,11.334,2.831,51.24,1.206,96.8,4.84,1.21,Moderate,Borderline
S2174,Brazil,-9.5457,-50.7968,7.701,9.45,3.105,23.97,0.801,80.61,4.03,1.03,Moderate,Borderline
S2175,Brazil,-13.6356,-58.9958,4.096,4.918,1.483,37.393,1.373,70.33,3.52,1.37,Moderate,Borderline
S2176,Brazil,-11.1539,-59.0475,6.739,12.449,1.08,26.793,0.553,67.35,3.37,1.24,Moderate,Borderline
S2177,Brazil,-9.9463,-54.6257,4.667,6.266,1.504,22.476,1.257,66.02,3.3,1.26,Moderate,Borderline
S2178,Brazil,-3.0652,-55.2245,6.975,9.644,1.827,33.482,1.083,80.47,4.02,1.08,Moderate,Borderline
S2179,Brazil,-8.9477,-58.1387,13.227,4.445,4.131,19.767,0.719,85.17,4.26,1.38,Moderate,Borderline
S2180,Brazil,-6.6592,-48.7862,4.157,12.587,4.403,25.874,1.374,100.67,5.03,1.47,Critical,No
S2181,Brazil,-7.8656,-54.7218,5.113,12.504,1.115,67.992,1.109,92.04,4.6,1.36,Moderate,Borderline
S2182,Brazil,-13.4936,-56.4644,12.798,10.239,2.197,41.63,1.292,103.21,5.16,1.29,Critical,No
S2183,Brazil,-11.9818,-55.7779,13.935,7.648,2.154,27.264,1.377,95.97,4.8,1.39,Moderate,Borderline
S2184,Brazil,-8.2166,-58.6862,13.569,3.419,3.884,39.636,1.09,97.52,4.88,1.36,Moderate,Borderline
S2185,Brazil,-5.6151,-57.8616,6.052,3.263,4.312,15.982,1.289,79.55,3.98,1.44,Moderate,Borderline
S2186,Brazil,-11.1189,-58.4347,12.87,5.471,4.017,44.866,0.739,96.19,4.81,1.34,Moderate,Borderline
S2187,Brazil,-13.7246,-51.1855,7.167,11.802,2.015,27.046,1.269,87.57,4.38,1.27,Moderate,Borderline
S2188,Brazil,-10.0333,-50.7871,9.32,11.353,2.733,40.022,1.494,105.45,5.27,1.49,Critical,No
S2189,Brazil,-9.141,-58.2642,13.63,11.247,4.071,35.18,0.626,103.49,5.17,1.36,Critical,No
S2190,Brazil,-10.9635,-51.8038,11.516,4.773,3.621,47.939,0.622,88.33,4.42,1.21,Moderate,Borderline
S2191,Brazil,-4.212,-55.1615,3.143,10.65,2.85,28.217,1.204,81.95,4.1,1.2,Moderate,Borderline
S2192,Brazil,-13.2458,-57.8589,8.655,11.114,4.244,23.481,0.776,92.74,4.64,1.41,Moderate,Borderline
S2193,Brazil,-4.6326,-56.3557,6.866,13.132,2.825,71.616,0.395,95.38,4.77,1.43,Moderate,Borderline
S2194,Brazil,-5.2521,-54.7456,10.202,3.278,4.4,32.896,0.599,81.43,4.07,1.47,Moderate,Borderline
S2195,Brazil,-1.1663,-58.0048,12.195,7.719,2.484,47.098,0.773,90.69,4.53,1.22,Moderate,Borderline
S2196,Brazil,-11.8569,-56.3647,5.158,12.635,2.986,72.366,0.578,96.0,4.8,1.45,Moderate,Borderline
S2197,Brazil,-8.7173,-55.0386,12.917,11.743,1.58,61.164,0.717,98.66,4.93,1.29,Moderate,Borderline
S2198,Brazil,-2.9608,-53.0308,10.312,11.718,3.282,19.102,0.849,90.56,4.53,1.17,Moderate,Borderline
S2199,Brazil,-13.7617,-51.9756,6.757,4.495,2.407,74.21,0.642,81.07,4.05,1.48,Moderate,Borderline
S2200,Brazil,-4.9779,-54.3509,3.162,13.805,2.292,67.147,0.347,83.01,4.15,1.38,Moderate,Borderline
S2201,Brazil,-11.2955,-57.5865,7.146,13.174,0.94,53.467,0.458,77.45,3.87,1.32,Moderate,Borderline
S2202,Brazil,-8.4404,-53.1904,8.999,5.552,3.184,24.375,0.528,70.64,3.53,1.06,Moderate,Borderline
S2203,Brazil,-9.3509,-52.2737,9.462,14.981,2.871,40.207,1.391,111.93,5.6,1.5,Critical,No
S2204,Brazil,-10.9496,-55.6272,10.609,4.15,2.243,40.415,0.957,79.78,3.99,1.06,Moderate,Borderline
S2205,Brazil,-12.86,-55.9662,10.291,11.732,2.635,29.75,1.045,94.41,4.72,1.17,Moderate,Borderline
S2206,Brazil,-13.8246,-54.5445,7.868,8.222,4.437,65.957,1.181,111.76,5.59,1.48,Critical,No
S2207,Brazil,-9.0402,-53.4154,13.841,3.655,2.542,59.814,1.0,95.86,4.79,1.38,Moderate,Borderline
S2208,Brazil,-11.5037,-58.0622,6.813,6.136,2.135,45.891,1.326,85.01,4.25,1.33,Moderate,Borderline
S2209,Brazil,-7.8796,-53.4692,13.603,7.994,2.146,18.457,1.417,93.22,4.66,1.42,Moderate,Borderline
S2210,Brazil,-9.761,-55.4304,7.537,14.385,2.411,63.997,0.639,98.3,4.91,1.44,Moderate,Borderline
S2211,Brazil,-7.6816,-59.8764,14.976,9.211,4.271,62.175,1.255,126.82,6.34,1.5,Critical,No
S2212,Brazil,-16.0595,-58.4202,5.303,14.567,4.354,59.824,0.656,105.82,5.29,1.46,Critical,No
S2213,Brazil,-13.0858,-60.4977,12.984,4.087,2.175,72.121,1.139,100.27,5.01,1.44,Critical,No
S2214,Brazil,-7.5806,-52.6047,3.727,5.438,2.669,37.089,0.793,66.82,3.34,0.89,Moderate,Borderline
S2215,Brazil,-10.4148,-56.9761,13.091,4.74,2.897,55.71,0.575,88.76,4.44,1.31,Moderate,Borderline
