Timestamp,Location,pH,Dissolved_Oxygen_mg_L,Turbidity_NTU,Conductivity_uS_cm,Arsenic_mg_L,Lead_mg_L,Cadmium_mg_L,Chromium_mg_L,Mercury_mg_L,Latitude,Longitude
3/3/2024 10:00,Location_49,6.95,5.18,5.91,397.99,0.0478,0.0135,0.0037,0.0029,0.0029,18.567548,73.771818
3/3/2024 11:00,Location_50,8.16,8.42,6.5,1036.25,0.0107,0.05,0.0071,0.0428,0.0056,18.662613,74.061959
3/3/2024 12:00,Location_1,7.3,5.72,5.43,860.03,0.0258,0.0154,0.0023,0.048,0.0014,18.466221,73.825065
3/3/2024 13:00,Location_2,7.2,8.82,0.99,1266.05,0.0368,0.0442,0.0066,0.0344,0.0016,18.573974,73.752065
3/3/2024 14:00,Location_3,6.06,9.98,2.71,275.12,0.0278,0.0338,0.0016,0.0182,0.0055,18.6526,74.030673
3/3/2024 15:00,Location_4,6.85,4.18,5.17,281.7,0.0465,0.017,0.0006,0.0469,0.0005,18.554161,73.700998
3/3/2024 16:00,Location_5,6.95,9.38,3.45,879.55,0.0189,0.0272,0.0012,0.0331,0.0037,18.54304,74.032835
3/3/2024 17:00,Location_6,7,7.74,2.23,1424.93,0.0232,0.042,0.0093,0.0422,0.0041,18.4004,73.804925
3/3/2024 18:00,Location_7,7.45,9.84,5.29,681,0.0044,0.0442,0.0055,0.0383,0.003,18.721717,74.053889
3/3/2024 19:00,Location_8,7.33,6.79,3.57,557.72,0.0304,0.008,0.008,0.019,0.0042,18.755735,73.976592
3/3/2024 20:00,Location_9,7.52,9.08,2.95,949.37,0.0144,0.017,0.0033,0.0239,0.001,18.787785,73.966473
3/3/2024 21:00,Location_10,7.91,4.37,4.91,1402.63,0.008,0.0168,0.0059,0.0093,0.0051,18.687709,73.846128
3/3/2024 22:00,Location_11,8.03,6.01,1.77,1271.7,0.0272,0.0021,0.0049,0.0146,0.0008,18.619517,73.723761
3/3/2024 23:00,Location_12,7.8,4.4,9.31,1493.68,0.0266,0.0299,0.0095,0.0389,0.0024,18.507714,74.032029
3/4/2024 0:00,Location_13,8.39,9.85,8.74,131.6,0.0038,0.0427,0.0075,0.0447,0.0005,18.79972,73.768362
3/4/2024 1:00,Location_14,6.05,8.9,7.22,258,0.0349,0.0191,0.0073,0.0362,0.0033,18.635901,73.848903
3/4/2024 2:00,Location_15,6.49,9.12,1.51,953.25,0.0312,0.037,0.0005,0.0233,0.004,18.672462,73.940142
3/4/2024 3:00,Location_16,6.02,9.63,7.87,1248.81,0.0095,0.0314,0.0055,0.0043,0.0056,18.672962,73.892901
3/4/2024 4:00,Location_17,7.62,4.51,8.18,499.34,0.0235,0.0188,0.0047,0.0028,0.0044,18.738101,73.779464
3/4/2024 5:00,Location_18,8.25,6.31,7.79,434.9,0.036,0.0071,0.0093,0.0187,0.0032,18.403869,73.756247
3/4/2024 6:00,Location_19,6.61,4.43,1.58,1201.77,0.0265,0.0355,0.0026,0.0232,0.0056,18.488099,73.749299
3/4/2024 7:00,Location_20,8.32,5.26,6.62,178.93,0.0198,0.0427,0.0027,0.0305,0.0029,18.666214,74.045203
3/4/2024 8:00,Location_21,6.15,5.38,8.43,617.14,0.0161,0.0343,0.0041,0.0003,0.0034,18.758058,73.712624
3/4/2024 9:00,Location_22,8.34,6.81,5.98,808.13,0.0305,0.0009,0.0024,0.0495,0.0036,18.674136,74.090806
3/4/2024 10:00,Location_23,6.88,5.61,6.64,884.49,0.047,0.0108,0.0013,0.0182,0.0025,18.565397,73.779411
3/4/2024 11:00,Location_24,6.25,4.61,4.85,1120.06,0.0336,0.0035,0.0086,0.0424,0.005,18.544622,73.744129
3/4/2024 12:00,Location_25,7.21,5,5.52,596.78,0.0037,0.0285,0.0056,0.0267,0.0011,18.695179,73.930789
3/4/2024 13:00,Location_26,6.64,4.88,0.83,957.76,0.023,0.0378,0.0086,0.0065,0.0033,18.696495,73.731994
3/4/2024 14:00,Location_27,6.71,9.84,6.57,919.53,0.0445,0.0055,0.0083,0.0399,0.0043,18.642823,73.940981
3/4/2024 15:00,Location_28,6.77,8.56,1.27,866.66,0.0047,0.0419,0.0028,0.0355,0.0054,18.516587,74.040251
3/4/2024 16:00,Location_29,8.01,9.81,4.63,996.68,0.0494,0.0278,0.0055,0.0264,0.0053,18.770062,73.719159
3/4/2024 17:00,Location_30,7.35,6.64,3.28,463.23,0.0475,0.0345,0.0008,0.0257,0.0031,18.620752,74.019947
3/4/2024 18:00,Location_31,6.78,5.67,5.68,218.51,0.0039,0.0486,0.0092,0.0044,0.0039,18.716197,73.857791
3/4/2024 19:00,Location_32,7.53,8.79,1.77,266.98,0.0467,0.0042,0.004,0.0328,0.0024,18.485723,73.763796
3/4/2024 20:00,Location_33,7.79,5.96,7.07,414.42,0.0182,0.0451,0.0039,0.0456,0.0028,18.537616,73.770439
3/4/2024 21:00,Location_34,6.68,5.8,8.05,800.28,0.0422,0.0063,0.003,0.0047,0.0054,18.749832,74.067506
3/4/2024 22:00,Location_35,7.03,5.4,2.05,1276.62,0.0209,0.0196,0.0046,0.0132,0.0056,18.420043,73.744242
3/4/2024 23:00,Location_36,6.3,4.78,1.49,1081.81,0.022,0.0426,0.0025,0.0451,0.0054,18.604926,74.046713
3/5/2024 0:00,Location_37,6.45,5.54,1.88,1204.66,0.0317,0.0453,0.0037,0.0142,0.0008,18.592682,73.917698
3/5/2024 1:00,Location_38,7.7,6.13,8.83,591.37,0.0387,0.0253,0.008,0.0327,0.0051,18.700492,73.715622
3/5/2024 2:00,Location_39,6.45,8.04,5.52,666.52,0.0017,0.0297,0.0083,0.0267,0.0057,18.512758,73.88579
3/5/2024 3:00,Location_40,7.31,4.38,4.94,651.15,0.0297,0.0354,0.003,0.0298,0.0022,18.487627,74.02698
3/5/2024 4:00,Location_41,7.77,5.26,1.51,368.62,0.0093,0.0416,0.0047,0.0208,0.0031,18.770453,73.990481
3/5/2024 5:00,Location_42,6.27,8.85,6.67,185.7,0.0173,0.0061,0.0087,0.015,0.0047,18.628684,73.895513
3/5/2024 6:00,Location_43,7.42,4.88,8.75,927.28,0.0174,0.0405,0.0005,0.0024,0.0034,18.441876,74.04402
3/5/2024 7:00,Location_44,6.64,6.06,8.37,1484.9,0.0235,0.0241,0.0089,0.0372,0.006,18.477214,73.748146
3/5/2024 8:00,Location_45,8.41,9.19,6.45,333.56,0.0167,0.0225,0.0022,0.0373,0.0027,18.79953,74.063976
3/5/2024 9:00,Location_46,7.21,4.93,1.22,165.36,0.0054,0.0212,0.0068,0.0335,0.0043,18.478244,74.038576
3/5/2024 10:00,Location_47,8.01,4.5,1.57,1191.34,0.0073,0.0255,0.0058,0.0322,0.0048,18.64419,73.983311
3/5/2024 11:00,Location_48,7.38,6.91,0.97,453.62,0.0017,0.0473,0.0055,0.0122,0.003,18.568051,74.027155
3/5/2024 12:00,Location_49,6.11,5.81,2.95,1261.5,0.0235,0.0274,0.0086,0.0011,0.0051,18.75424,73.917526
3/5/2024 13:00,Location_50,7.58,7.38,1.79,1085.51,0.0477,0.0477,0.001,0.0404,0.0033,18.702067,73.970065
3/5/2024 14:00,Location_1,8.38,8.82,2.97,1423.94,0.0058,0.009,0.0035,0.0246,0.0025,18.638781,73.924239
3/5/2024 15:00,Location_2,7.5,4.82,4.16,672.5,0.0473,0.0362,0.0054,0.0153,0.0006,18.404296,73.842171
3/5/2024 16:00,Location_3,8.05,7.48,9.46,1026.76,0.0367,0.0406,0.0081,0.0051,0.0024,18.751918,73.927544
3/5/2024 17:00,Location_4,8.21,7.03,6.3,750.8,0.0319,0.034,0.0022,0.0031,0.0044,18.577867,73.802986
3/5/2024 18:00,Location_5,6.57,4.86,8.43,982.82,0.0323,0.0303,0.008,0.0174,0.0055,18.772631,73.876112
3/5/2024 19:00,Location_6,6.53,7.74,7.25,729.44,0.0413,0.0282,0.004,0.0402,0.0015,18.598216,73.81231
3/5/2024 20:00,Location_7,7.53,5.64,1.57,364.09,0.0053,0.043,0.0019,0.0459,0.0021,18.67769,73.749155
3/5/2024 21:00,Location_8,7.03,6.93,7.49,811.06,0.0252,0.0411,0.0076,0.0448,0.0009,18.427717,73.828745
3/5/2024 22:00,Location_9,8.1,4.49,3.11,840.02,0.0349,0.0061,0.0009,0.046,0.0041,18.698061,74.040795
3/5/2024 23:00,Location_10,8.25,6.76,6.57,1234.85,0.0293,0.0424,0.0051,0.0454,0.0058,18.535198,73.852432
3/6/2024 0:00,Location_11,6.88,5.84,3.74,1129.73,0.0416,0.0207,0.0006,0.0264,0.0038,18.540544,73.999201
3/6/2024 1:00,Location_12,6.59,8.93,9.98,1029.31,0.0036,0.0127,0.0036,0.011,0.0037,18.447462,73.770079
3/6/2024 2:00,Location_13,7.95,4.34,3,258.74,0.0345,0.0435,0.006,0.0399,0.0033,18.458743,73.869768
3/6/2024 3:00,Location_14,6.69,6.51,3.15,1108.86,0.0267,0.0216,0.0056,0.0107,0.0005,18.474304,73.745942
3/6/2024 4:00,Location_15,8.06,6.75,9.34,800.43,0.019,0.0404,0.004,0.0134,0.0044,18.531282,73.755448
3/6/2024 5:00,Location_16,7.06,8.35,0.73,1351.74,0.017,0.0132,0.0043,0.0117,0.0036,18.756788,73.946975
3/6/2024 6:00,Location_17,7.67,7.45,7.12,1387.82,0.031,0.0002,0.0023,0.0257,0.004,18.547304,73.942993
3/6/2024 7:00,Location_18,6.24,8,7.39,177.22,0.0445,0.0248,0.0046,0.0161,0.0054,18.689745,73.785349
3/6/2024 8:00,Location_19,7.56,8.66,8.45,1248.9,0.0248,0.005,0.0095,0.0077,0.0047,18.433099,73.889769
3/6/2024 9:00,Location_20,7.13,9.17,9.76,152.78,0.0412,0.0377,0.0085,0.0227,0.0047,18.63644,74.045322
3/6/2024 10:00,Location_21,7.47,5.88,9.77,614.04,0.0201,0.0138,0.0015,0.0437,0.0056,18.592756,73.769681
3/6/2024 11:00,Location_22,6.42,7.23,1.12,859.22,0.0051,0.0222,0.0003,0.0285,0.0059,18.791183,73.707684
3/6/2024 12:00,Location_23,7.84,9.04,8.31,307.34,0.0031,0.0044,0.0093,0.0439,0.0035,18.738483,73.960798
3/6/2024 13:00,Location_24,8.16,9.94,6.64,1144.84,0.0026,0.0143,0.0053,0.0098,0.0007,18.581932,73.721399
3/6/2024 14:00,Location_25,6.54,9.34,6.65,111.7,0.019,0.0391,0.0054,0.0083,0.0028,18.710057,74.091976
3/6/2024 15:00,Location_26,6.24,6.23,1.72,336.04,0.0169,0.0076,0.0078,0.0288,0.0047,18.477215,73.943848
3/6/2024 16:00,Location_27,6.06,5.17,6.68,913.12,0.0359,0.0324,0.0031,0.0232,0.0002,18.624935,73.888159
3/6/2024 17:00,Location_28,7.6,6.94,9.83,1100.14,0.0371,0.0459,0.0048,0.033,0.0003,18.429848,73.871997
3/6/2024 18:00,Location_29,7.52,8.45,9.16,1383.3,0.0025,0.034,0.0097,0.0397,0.0004,18.539236,73.929228
3/6/2024 19:00,Location_30,7.37,6.96,4.67,1087.7,0.0111,0.0406,0.0067,0.0376,0.0044,18.490345,73.73625
3/6/2024 20:00,Location_31,6.58,6.9,0.88,1040.49,0.0137,0.0054,0.0015,0.0471,0.003,18.687564,74.072008
3/6/2024 21:00,Location_32,6.98,9.03,3.94,652.08,0.0274,0.0125,0.0013,0.0199,0.0022,18.596036,73.950257
3/6/2024 22:00,Location_33,7.49,6.17,8.35,101.8,0.0072,0.0447,0.002,0.0103,0.0006,18.700428,73.773591
3/6/2024 23:00,Location_34,7.24,9.16,7.16,268.22,0.0067,0.0358,0.0077,0.0275,0.0044,18.606118,73.925032
3/7/2024 0:00,Location_35,8.47,6.44,4.86,848.38,0.0472,0.032,0.003,0.0055,0.0019,18.434594,73.753303
3/7/2024 1:00,Location_36,6.34,5.97,1.02,1045.18,0.0402,0.0332,0.0002,0.0144,0.0016,18.694147,73.707021
3/7/2024 2:00,Location_37,7.74,6.72,4.56,684.43,0.009,0.0207,0.0094,0.0104,0.0039,18.733292,73.952207
3/7/2024 3:00,Location_38,7.01,8.57,4.96,1122.95,0.0203,0.0022,0.0017,0.0198,0.0034,18.761412,73.959393
3/7/2024 4:00,Location_39,7.07,4.76,9.32,830.61,0.0178,0.0392,0.0001,0.0056,0.0022,18.628797,73.933479
3/7/2024 5:00,Location_40,7.79,5.18,6.59,203.85,0.0396,0.0339,0.0024,0.0016,0.0038,18.701434,73.773393
3/7/2024 6:00,Location_41,7.73,9.71,3.46,368.82,0.0255,0.0236,0.0024,0.0328,0.0016,18.700818,73.941372
3/7/2024 7:00,Location_42,8.48,5.05,5.49,1276,0.0064,0.045,0.0042,0.0305,0.0048,18.4623,73.722604
3/7/2024 8:00,Location_43,6.32,7.41,1.13,1114.88,0.0369,0.0168,0.0092,0.0354,0.0014,18.465688,73.943695
3/7/2024 9:00,Location_44,6.26,7.48,9.74,1352.67,0.0198,0.0147,0.0088,0.033,0.001,18.428354,73.921607
3/7/2024 10:00,Location_45,7.81,6.94,3.92,264.58,0.0131,0.0436,0.0046,0.0057,0.0047,18.527965,73.962102
3/7/2024 11:00,Location_46,7.45,7.87,5.04,1486.31,0.0188,0.0398,0.0041,0.0146,0.0042,18.589403,74.05819
3/7/2024 12:00,Location_47,6.69,5.38,3.88,393.17,0.0249,0.0257,0.0056,0.0065,0.0011,18.799159,74.040143
3/7/2024 13:00,Location_48,6.2,7.32,6.98,116.49,0.0172,0.0065,0.0024,0.0421,0.0007,18.572397,74.092262
3/7/2024 14:00,Location_49,6.21,6.23,6.79,1496.39,0.0121,0.0108,0.0005,0.0373,0.005,18.690497,74.090496
3/7/2024 15:00,Location_50,8.24,7.97,7.3,493.5,0.0199,0.0328,0.0094,0.0101,0.0047,18.677359,74.008928
3/7/2024 16:00,Location_1,6.48,4.85,3.05,1035.23,0.001,0.0193,0.0019,0.0171,0.002,18.481793,74.082568
3/7/2024 17:00,Location_2,6.81,7.43,3.5,347.36,0.0386,0.0418,0.002,0.0483,0.0039,18.423403,74.046914
3/7/2024 18:00,Location_3,6.57,5.11,1.69,912.32,0.0085,0.0475,0.0047,0.0297,0.0007,18.618403,73.991033
3/7/2024 19:00,Location_4,6.89,5.67,6.73,1365.65,0.0022,0.0403,0.0049,0.0401,0.003,18.680122,73.730154
3/7/2024 20:00,Location_5,6.17,5.31,0.88,548.25,0.0327,0.0189,0.0002,0.0132,0.0001,18.799301,73.71962
3/7/2024 21:00,Location_6,7.3,5.1,6.18,1038.36,0.0387,0.0394,0.0015,0.0105,0.0023,18.543444,74.03504
3/7/2024 22:00,Location_7,6.17,8.95,8.76,363.07,0.0407,0.0176,0.0038,0.0392,0.0004,18.758546,73.895862
3/7/2024 23:00,Location_8,8,5.71,8.96,974.71,0.0247,0.0084,0.0068,0.0343,0.0029,18.552773,74.025843
3/8/2024 0:00,Location_9,6.58,9.56,4.77,571.03,0.0103,0.0017,0.0023,0.034,0.0025,18.675765,73.825167
3/8/2024 1:00,Location_10,7.35,9.82,4.86,395.69,0.0369,0.0193,0.0042,0.0276,0.0027,18.639301,73.85906
3/8/2024 2:00,Location_11,8.2,7.43,1.23,538.45,0.035,0.0452,0.0056,0.0282,0.0003,18.421192,73.980075
3/8/2024 3:00,Location_12,7.63,4.86,6.87,350.38,0.0123,0.0119,0.0089,0.0368,0.0022,18.431355,74.066131
3/8/2024 4:00,Location_13,7.33,6.25,8.3,1362.68,0.0452,0.0103,0.0033,0.0135,0.0045,18.408306,73.735105
3/8/2024 5:00,Location_14,6.81,8.79,2.82,656.06,0.0052,0.0485,0.0013,0.0176,0.0022,18.548334,74.044591
3/8/2024 6:00,Location_15,6.83,6.2,4.5,443.39,0.0491,0.0013,0.0049,0.0436,0.0043,18.69832,74.017205
3/8/2024 7:00,Location_16,7.67,4.52,8.47,727.77,0.043,0.0393,0.0075,0.0154,0.0022,18.469102,73.826216
3/8/2024 8:00,Location_17,8.49,7.34,8.83,548.75,0.0344,0.0161,0.0011,0.0273,0.0025,18.642341,73.842087
3/8/2024 9:00,Location_18,7.65,9.07,2.81,1142.19,0.0469,0.0019,0.0042,0.0351,0.0034,18.515531,73.718585
3/8/2024 10:00,Location_19,7.39,8.78,5.73,1459.71,0.0361,0.0459,0.0002,0.05,0.0057,18.718797,73.706296
3/8/2024 11:00,Location_20,7.83,5.05,2.33,713.25,0.0095,0.007,0.0003,0.0218,0.0007,18.719358,73.890802
3/8/2024 12:00,Location_21,7.16,8.04,1.47,1305.45,0.0221,0.0276,0.0048,0.0214,0.0002,18.710166,73.738216
3/8/2024 13:00,Location_22,6.15,5.32,9.16,892.21,0.0036,0.0137,0.003,0.0421,0.0036,18.609933,73.777601
3/8/2024 14:00,Location_23,7.41,5.31,8.29,320.13,0.0195,0.0033,0.0085,0.0403,0.0057,18.513827,74.038707
3/8/2024 15:00,Location_24,8.39,9.24,7.72,1066.87,0.0371,0.0025,0.006,0.0366,0.0059,18.723778,73.928411
3/8/2024 16:00,Location_25,6.44,5.5,0.96,818.81,0.0193,0.0058,0.0045,0.0232,0.0029,18.47444,73.953453
3/8/2024 17:00,Location_26,7.73,5.58,8.52,1010.85,0.0165,0.0036,0.0041,0.0162,0.0028,18.515904,73.774992
3/8/2024 18:00,Location_27,6.5,4,4.66,1345.56,0.0298,0.038,0.005,0.0304,0.0039,18.473579,74.031465
3/8/2024 19:00,Location_28,7.34,9.22,3.75,716.61,0.0436,0.0243,0.0004,0.0438,0.0033,18.669684,74.047192
3/8/2024 20:00,Location_29,6.24,8.76,5.69,1361.65,0.0024,0.0171,0.0089,0.0442,0.0038,18.674494,73.909331
3/8/2024 21:00,Location_30,7.13,7.76,1.37,1150.94,0.0193,0.0209,0.01,0.0054,0.0052,18.661004,74.065023
3/8/2024 22:00,Location_31,7.89,8.5,7.69,784.05,0.0079,0.0464,0.0018,0.0214,0.0045,18.566241,74.037931
3/8/2024 23:00,Location_32,6.87,4.91,6.03,944.51,0.0348,0.0455,0.0012,0.0232,0.003,18.440068,73.99253
3/9/2024 0:00,Location_33,7.66,6.75,2.27,555.81,0.0053,0.0358,0.0014,0.0489,0.0028,18.764468,73.99363
3/9/2024 1:00,Location_34,7.99,6.11,2.29,1477.04,0.0332,0.0442,0.0066,0.0339,0.0038,18.603092,73.742157
3/9/2024 2:00,Location_35,8.32,4.56,2.25,1034.29,0.0143,0.016,0.0066,0.0204,0.0027,18.562789,73.808334
3/9/2024 3:00,Location_36,6.59,6.92,1.04,161.39,0.0099,0.0191,0.0085,0.0013,0.0027,18.63553,73.726739
3/9/2024 4:00,Location_37,7,9.52,6.08,557.27,0.0468,0.0307,0.0075,0.0283,0.0001,18.477116,73.703472
3/9/2024 5:00,Location_38,6.38,4.24,8.48,972.64,0.0009,0.0312,0.0045,0.0048,0.001,18.45302,73.763324
3/9/2024 6:00,Location_39,8.48,5.75,0.67,178.87,0.0219,0.0241,0.0061,0.0417,0.0029,18.56221,74.052195
3/9/2024 7:00,Location_40,8.32,5.25,0.97,133.44,0.0011,0.02,0.0069,0.0376,0.0049,18.490888,73.79595
3/9/2024 8:00,Location_41,7.35,5.43,5.94,730.03,0.0242,0.0493,0.0051,0.023,0.0017,18.497716,74.088062
3/9/2024 9:00,Location_42,8.11,9.45,8.29,565.77,0.0251,0.0411,0.0048,0.0215,0.0031,18.757005,73.938916
3/9/2024 10:00,Location_43,7.3,6.81,3.6,713.62,0.0161,0.0217,0.0065,0.0449,0.0021,18.612304,73.794903
3/9/2024 11:00,Location_44,7.56,6.8,3.82,467.77,0.0066,0.0364,0.0056,0.0144,0.0006,18.593388,73.898852
3/9/2024 12:00,Location_45,6.22,8.56,6.17,330.6,0.0188,0.0135,0.0064,0.0125,0.0057,18.675792,73.787638
3/9/2024 13:00,Location_46,7.89,4.93,3.11,1064.8,0.0336,0.005,0.0061,0.047,0.0051,18.780619,74.093589
3/9/2024 14:00,Location_47,6.32,6.92,0.75,820.4,0.0391,0.0176,0.0072,0.0405,0.0005,18.444879,74.038906
3/9/2024 15:00,Location_48,8.07,6.58,7.48,380.22,0.0265,0.0201,0.0064,0.041,0.0043,18.733414,73.710496
3/9/2024 16:00,Location_49,7.96,7.58,6.44,547.43,0.0295,0.0008,0.0052,0.0098,0.0021,18.633608,74.07911
3/9/2024 17:00,Location_50,7.77,10,6.02,928.53,0.01,0.0407,0.0068,0.0072,0.006,18.458466,73.988426
3/9/2024 18:00,Location_1,6.09,8.62,7.55,201.12,0.0144,0.018,0.0045,0.0013,0.0018,18.51886,73.732953
3/9/2024 19:00,Location_2,6.76,6.39,6.91,306.43,0.0081,0.029,0.0024,0.0119,0.0014,18.592945,73.968255
3/9/2024 20:00,Location_3,6.66,8.97,2.46,202.54,0.0125,0.0037,0,0.0387,0.0034,18.676471,73.958771
3/9/2024 21:00,Location_4,6.9,5.02,3.85,1237.24,0.0112,0.0087,0.0056,0.012,0.005,18.497043,73.787515
3/9/2024 22:00,Location_5,6.22,4.18,1.7,1153.37,0.026,0.0445,0.0059,0.0365,0.0012,18.613952,74.003379
3/9/2024 23:00,Location_6,8.34,5.23,1.73,1154.64,0.0281,0.0304,0.0097,0.0126,0.0043,18.673869,73.734826
3/10/2024 0:00,Location_7,7.38,6.04,6.92,1102.86,0.0472,0.0475,0.0036,0.0198,0.0004,18.579496,73.895778
3/10/2024 1:00,Location_8,6.76,7.06,8.66,1037.14,0.0098,0.0499,0.0039,0.0492,0.0055,18.74521,73.703969
3/10/2024 2:00,Location_9,6.99,7.69,9.65,767.79,0.0321,0.0186,0.002,0.0122,0.0005,18.747784,74.087495
3/10/2024 3:00,Location_10,7.12,9.46,6.47,999.19,0.0409,0.0149,0.0007,0.0188,0.0055,18.588276,74.000625
3/10/2024 4:00,Location_11,7.5,7.06,2.25,153.71,0.028,0.0429,0.0077,0.0151,0.0029,18.78917,73.763541
3/10/2024 5:00,Location_12,7.29,7.01,1.5,970.05,0.0128,0.0499,0.0025,0.0055,0.0027,18.430234,73.83667
3/10/2024 6:00,Location_13,8.3,4.3,8.22,1189.03,0.0131,0.0315,0.0061,0.0245,0.0058,18.401345,73.764225
3/10/2024 7:00,Location_14,7.24,4.21,6,800.5,0.002,0.0398,0.0069,0.0189,0.0059,18.552267,74.006647
3/10/2024 8:00,Location_15,8.48,7.31,6.37,600.52,0.0153,0.0391,0.0047,0.0347,0.0039,18.640439,73.723559
3/10/2024 9:00,Location_16,8.13,6.63,7.92,488.4,0.0372,0.0178,0.0088,0.0409,0.0008,18.65168,74.036163
3/10/2024 10:00,Location_17,6.52,9.04,7.18,999.92,0.0024,0.0287,0.0044,0.0272,0.003,18.590578,74.076879
3/10/2024 11:00,Location_18,8.33,4.96,8.43,1069.92,0.011,0.0417,0.0028,0.0016,0.0032,18.449953,73.970651
3/10/2024 12:00,Location_19,6.29,4.15,1.03,1319.35,0.0353,0.0344,0.009,0.0309,0.0031,18.468199,73.785186
3/10/2024 13:00,Location_20,8.04,6.69,7.6,579.27,0.0391,0.0011,0.0086,0.0028,0.0034,18.740859,73.844036
3/10/2024 14:00,Location_21,6.95,5.42,8.58,1177.68,0.0228,0.0168,0.0016,0.0308,0.0001,18.747164,73.890896
3/10/2024 15:00,Location_22,8.19,4.3,3.22,885.9,0.0349,0.0072,0.0003,0.0343,0.0043,18.669559,73.94185
3/10/2024 16:00,Location_23,8.17,8.35,6.58,1335.97,0.0194,0.0116,0.0009,0.0099,0.0043,18.665687,73.967465
3/10/2024 17:00,Location_24,8.01,4.67,3.48,838.94,0.008,0.0453,0.0029,0.041,0.0007,18.639073,73.921686
3/10/2024 18:00,Location_25,7.98,7.65,9.6,824.68,0.0199,0.0018,0.0097,0.0456,0.0034,18.48117,73.840526
3/10/2024 19:00,Location_26,6.76,5.69,0.82,909.03,0.029,0.011,0.0056,0.0407,0.0034,18.5713,74.056367
3/10/2024 20:00,Location_27,6.2,5.04,6.01,1149.04,0.0474,0.0155,0.0037,0.0153,0.0041,18.678358,73.732557
3/10/2024 21:00,Location_28,7.01,6.28,2.08,1450.57,0.0034,0.0308,0.0089,0.0293,0.0005,18.614901,73.886502
3/10/2024 22:00,Location_29,6.43,8.81,7.27,202.99,0.0254,0.0267,0.0045,0.0457,0.0038,18.407432,74.010226
3/10/2024 23:00,Location_30,7.74,6.35,2.17,174.81,0.0164,0.0109,0.0032,0.016,0.0017,18.781423,73.724349
3/11/2024 0:00,Location_31,6.87,8.5,2.74,1412.57,0.0254,0.0082,0.0094,0.041,0.003,18.737926,73.982134
3/11/2024 1:00,Location_32,8.44,4.75,5.2,841.83,0.0012,0.0118,0.0085,0.0005,0.0046,18.504218,74.027885
3/11/2024 2:00,Location_33,7.6,8.64,9.19,960.86,0.0157,0.0251,0.0084,0.0002,0.0042,18.646584,73.964333
3/11/2024 3:00,Location_34,8.06,5.42,2.51,775.39,0.041,0.0136,0.0051,0.038,0.0007,18.769296,73.705175
3/11/2024 4:00,Location_35,6.33,8.06,1.87,231.12,0.0277,0.0474,0.0079,0.0381,0.0035,18.438404,73.772055
3/11/2024 5:00,Location_36,8.16,7.39,7.71,1175.33,0.0225,0.0232,0.0018,0.0394,0.0058,18.601212,73.836845
3/11/2024 6:00,Location_37,8.31,9.57,5.26,1146.11,0.0143,0.0029,0.0057,0.0465,0.0009,18.582497,73.793476
3/11/2024 7:00,Location_38,7.22,6.32,9.16,536.38,0.0149,0.0365,0.0098,0.0059,0.0051,18.564082,74.085061
3/11/2024 8:00,Location_39,7.52,4.4,1.89,528.73,0.0192,0.0164,0.0029,0.0116,0.0042,18.734235,73.960638
3/11/2024 9:00,Location_40,7.91,4.11,6.64,1272.98,0.0418,0.0327,0.0079,0.0452,0.0046,18.552258,73.818788
3/11/2024 10:00,Location_41,6.44,8.96,2.71,201.3,0.0484,0.014,0.0049,0.0089,0.0017,18.425465,74.071879
3/11/2024 11:00,Location_42,7.26,7.15,1.99,1333.55,0.0219,0.0285,0.0004,0.0341,0.0017,18.426335,73.996238
3/11/2024 12:00,Location_43,7,8.65,6.99,459.33,0.0197,0.0386,0.0076,0.0265,0.0054,18.417098,73.813843
3/11/2024 13:00,Location_44,6.37,5.41,6.14,930.18,0.0423,0.0464,0.0017,0.0042,0.0022,18.563658,73.851553
3/11/2024 14:00,Location_45,6.92,6.07,7.67,1410.39,0.0213,0.0131,0.0063,0.0143,0.0004,18.687363,73.779772
3/11/2024 15:00,Location_46,6.17,4.18,3.44,1049.37,0.0276,0.0167,0.0009,0.026,0.0036,18.481489,74.08843
3/11/2024 16:00,Location_47,6.06,9.77,4.76,680.2,0.0115,0.0232,0.0095,0.0426,0.0007,18.658587,73.906919
3/11/2024 17:00,Location_48,6.34,8.01,4.35,1065.35,0.0372,0.0464,0.0029,0.0354,0.0048,18.674835,74.058423
3/11/2024 18:00,Location_49,8.41,9.6,9.85,581.57,0.0266,0.0451,0.0023,0.0311,0.0039,18.502081,73.8386
3/11/2024 19:00,Location_50,7.37,5.59,3.28,488.16,0.0405,0.0045,0.0013,0.0248,0.0052,18.640223,74.044337
3/11/2024 20:00,Location_1,8.41,7.67,3.3,1495.36,0.039,0.0066,0.0095,0.0149,0.0047,18.673947,73.721555
3/11/2024 21:00,Location_2,7.08,8.07,3.87,1151.11,0.0108,0.0248,0.0071,0.006,0.0007,18.586645,74.092836
3/11/2024 22:00,Location_3,6.78,5.91,5.86,1002.61,0.0358,0.0053,0.0074,0.0205,0.0023,18.534687,74.064814
3/11/2024 23:00,Location_4,7.27,9.09,2.9,597.41,0.04,0.0173,0.005,0.0014,0.0046,18.647661,73.845281
3/12/2024 0:00,Location_5,7.1,9.68,9.2,168.83,0.0173,0.0074,0.0047,0.0106,0.0025,18.791139,74.009889
3/12/2024 1:00,Location_6,6.26,9.31,3.02,143.48,0.0086,0.0318,0.0011,0.0216,0.0058,18.570737,74.000903
